,cue,depth_1,depth_2,depth_3
914,doigt,bras,jambe,poignet
915,doigt,bras,serrer,main
916,doigt,bras,serrer,jambe
917,doigt,bras,serrer,épaule
918,garçon,fille,amie,soeur
919,garçon,fille,amie,mari
920,garçon,fille,amie,copine
921,garçon,fille,soeur,amie
922,garçon,fille,soeur,mari
923,garçon,fille,soeur,mère
924,garçon,fille,mari,amie
925,garçon,fille,mari,soeur
926,garçon,fille,mari,femme
927,garçon,gamin,fille,gosse
928,garçon,gamin,fille,copain
929,garçon,gamin,fille,amie
930,garçon,gamin,gosse,fille
931,garçon,gamin,gosse,copain
932,garçon,gamin,gosse,rigoler
933,garçon,gamin,copain,fille
934,garçon,gamin,copain,gosse
935,garçon,gamin,copain,copine
936,garçon,femme,fille,mari
937,garçon,femme,fille,amie
938,garçon,femme,fille,soeur
939,garçon,femme,mari,fille
940,garçon,femme,mari,amie
941,garçon,femme,mari,mère
942,garçon,femme,féminin,masculin
943,garçon,femme,féminin,fille
944,garçon,femme,féminin,mari
945,façon,manière,qui,être
946,façon,manière,qui,ce
947,façon,manière,qui,pouvoir
948,façon,manière,pouvoir,qui
949,façon,manière,pouvoir,être
950,façon,manière,pouvoir,ce
951,façon,manière,agir,qui
952,façon,manière,agir,être
953,façon,manière,agir,pouvoir
954,façon,être,qui,ce
955,façon,être,qui,un
956,façon,être,qui,il
957,façon,être,ce,qui
958,façon,être,ce,un
959,façon,être,ce,pouvoir
960,façon,être,un,ce
961,façon,être,un,qui
962,façon,être,un,pouvoir
963,façon,qui,être,ce
964,façon,qui,être,un
965,façon,qui,être,il
966,façon,qui,ce,être
967,façon,qui,ce,un
968,façon,qui,ce,pouvoir
969,façon,qui,manière,être
970,façon,qui,manière,ce
971,façon,qui,manière,pouvoir
972,chambre,chambres,hôte,gîte
973,chambre,chambres,hôte,gite
974,chambre,chambres,hôte,charme
975,chambre,chambres,gîte,hôte
976,chambre,chambres,gîte,gite
977,chambre,chambres,gîte,meubler
978,chambre,chambres,gite,hôte
979,chambre,chambres,gite,gîte
980,chambre,chambres,gite,meubler
981,chambre,spacieux,climatiser,confortable
982,chambre,spacieux,climatiser,terrasse
983,chambre,spacieux,climatiser,balcon
984,chambre,spacieux,confortable,climatiser
985,chambre,spacieux,confortable,confort
986,chambre,spacieux,confortable,équiper
987,chambre,spacieux,balcon,terrasse
988,chambre,spacieux,balcon,climatiser
989,chambre,spacieux,balcon,wc
990,chambre,climatiser,spacieux,confortable
991,chambre,climatiser,spacieux,terrasse
992,chambre,climatiser,spacieux,balcon
993,chambre,climatiser,hôtel,spacieux
994,chambre,climatiser,hôtel,confortable
995,chambre,climatiser,hôtel,situé
996,chambre,climatiser,confortable,spacieux
997,chambre,climatiser,confortable,confort
998,chambre,climatiser,confortable,hôtel
999,question,poser,réponse,quel
1000,question,poser,réponse,répondre
1001,question,poser,réponse,comment
1002,question,poser,problème,résoudre
1003,question,poser,problème,réponse
1004,question,poser,problème,comment
1005,question,poser,quel,-il
1006,question,poser,quel,comment
1007,question,poser,quel,-on
1008,question,réponse,poser,quel
1009,question,réponse,poser,répondre
1010,question,réponse,poser,comment
1011,question,réponse,répondre,poser
1012,question,réponse,répondre,quel
1013,question,réponse,répondre,comment
1014,question,réponse,quel,poser
1015,question,réponse,quel,comment
1016,question,réponse,quel,-il
1017,question,quel,comment,-on
1018,question,quel,comment,-il
1019,question,quel,comment,pourquoi
1020,question,quel,poser,-il
1021,question,quel,poser,comment
1022,question,quel,poser,-on
1023,question,quel,-on,-il
1024,question,quel,-on,comment
1025,question,quel,-on,-elle
1026,acte,notaire,authentique,authenticité
1027,acte,notaire,authentique,testament
1028,acte,notaire,authentique,acquéreur
1029,acte,notaire,testament,héritier
1030,acte,notaire,testament,donation
1031,acte,notaire,testament,époux
1032,acte,notaire,huissier,nullité
1033,acte,notaire,huissier,avocat
1034,acte,notaire,huissier,judiciaire
1035,acte,nullité,jugement,juge
1036,acte,nullité,jugement,tribunal
1037,acte,nullité,jugement,juger
1038,acte,nullité,juge,tribunal
1039,acte,nullité,juge,juridiction
1040,acte,nullité,juge,jugement
1041,acte,nullité,stipuler,expressément
1042,acte,nullité,stipuler,clause
1043,acte,nullité,stipuler,obligation
1044,acte,civil,nullité,juge
1045,acte,civil,nullité,tribunal
1046,acte,civil,nullité,juridiction
1047,acte,civil,pénal,judiciaire
1048,acte,civil,pénal,infraction
1049,acte,civil,pénal,juridiction
1050,acte,civil,judiciaire,justice
1051,acte,civil,judiciaire,pénal
1052,acte,civil,judiciaire,juridiction
1053,rose,fleur,bouquet,floral
1054,rose,fleur,bouquet,fleuriste
1055,rose,fleur,bouquet,fleurir
1056,rose,fleur,floral,bouquet
1057,rose,fleur,floral,fleurir
1058,rose,fleur,floral,fleuriste
1059,rose,fleur,fleurir,floral
1060,rose,fleur,fleurir,feuillage
1061,rose,fleur,fleurir,bouquet
1062,rose,violet,bleu,rouge
1063,rose,violet,bleu,couleur
1064,rose,violet,bleu,jaune
1065,rose,violet,rouge,bleu
1066,rose,violet,rouge,jaune
1067,rose,violet,rouge,blanc
1068,rose,violet,pâle,bleu
1069,rose,violet,pâle,foncer
1070,rose,violet,pâle,rouge
1071,rose,bonbon,dedans,dehors
1072,rose,bonbon,dedans,gris
1073,rose,bonbon,dedans,mathilde
1074,rose,bonbon,dehors,dedans
1075,rose,bonbon,dehors,gris
1076,rose,bonbon,dehors,mathilde
1077,rose,bonbon,gris,dedans
1078,rose,bonbon,gris,dehors
1079,rose,bonbon,gris,bleu
1080,oncle,tante,cousin,grand-père
1081,oncle,tante,cousin,neveu
1082,oncle,tante,cousin,grand-mère
1083,oncle,tante,grand-père,grand-mère
1084,oncle,tante,grand-père,cousin
1085,oncle,tante,grand-père,père
1086,oncle,tante,grand-mère,grand-père
1087,oncle,tante,grand-mère,cousin
1088,oncle,tante,grand-mère,soeur
1089,oncle,cousin,tante,grand-père
1090,oncle,cousin,tante,neveu
1091,oncle,cousin,tante,grand-mère
1092,oncle,cousin,neveu,tante
1093,oncle,cousin,neveu,grand-père
1094,oncle,cousin,neveu,frère
1095,oncle,cousin,grand-père,tante
1096,oncle,cousin,grand-père,grand-mère
1097,oncle,cousin,grand-père,neveu
1098,oncle,grand-père,tante,grand-mère
1099,oncle,grand-père,tante,cousin
1100,oncle,grand-père,tante,père
1101,oncle,grand-père,grand-mère,tante
1102,oncle,grand-père,grand-mère,cousin
1103,oncle,grand-père,grand-mère,père
1104,oncle,grand-père,cousin,tante
1105,oncle,grand-père,cousin,grand-mère
1106,oncle,grand-père,cousin,neveu
1107,herbe,prairie,végétation,humide
1108,herbe,prairie,végétation,pelouse
1109,herbe,prairie,végétation,boiser
1110,herbe,prairie,pelouse,végétation
1111,herbe,prairie,pelouse,haie
1112,herbe,prairie,pelouse,humide
1113,herbe,prairie,humide,végétation
1114,herbe,prairie,humide,pelouse
1115,herbe,prairie,humide,marais
1116,herbe,arroser,parsemer,saupoudrer
1117,herbe,arroser,parsemer,assaisonner
1118,herbe,arroser,parsemer,poivrer
1119,herbe,arroser,sécher,tremper
1120,herbe,arroser,sécher,sec
1121,herbe,arroser,sécher,parsemer
1122,herbe,arroser,assaisonner,poivrer
1123,herbe,arroser,assaisonner,persil
1124,herbe,arroser,assaisonner,saupoudrer
1125,herbe,parsemer,arroser,saupoudrer
1126,herbe,parsemer,arroser,assaisonner
1127,herbe,parsemer,arroser,poivrer
1128,herbe,parsemer,saupoudrer,assaisonner
1129,herbe,parsemer,saupoudrer,poivrer
1130,herbe,parsemer,saupoudrer,mélanger
1131,herbe,parsemer,assaisonner,poivrer
1132,herbe,parsemer,assaisonner,persil
1133,herbe,parsemer,assaisonner,saupoudrer
1134,faim,soif,manger,boire
1135,faim,soif,manger,nourriture
1136,faim,soif,manger,appétit
1137,faim,soif,appétit,manger
1138,faim,soif,appétit,nourriture
1139,faim,soif,appétit,dévorer
1140,faim,soif,boire,manger
1141,faim,soif,boire,avaler
1142,faim,soif,boire,bouffer
1143,faim,manger,nourriture,nourrir
1144,faim,manger,nourriture,soif
1145,faim,manger,nourriture,repas
1146,faim,manger,soif,boire
1147,faim,manger,soif,nourriture
1148,faim,manger,soif,appétit
1149,faim,manger,bouffer,nourriture
1150,faim,manger,bouffer,soif
1151,faim,manger,bouffer,boire
1152,faim,nourriture,manger,nourrir
1153,faim,nourriture,manger,soif
1154,faim,nourriture,manger,repas
1155,faim,nourriture,nourrir,manger
1156,faim,nourriture,nourrir,soif
1157,faim,nourriture,nourrir,dévorer
1158,faim,nourriture,soif,manger
1159,faim,nourriture,soif,nourrir
1160,faim,nourriture,soif,appétit
1161,école,ecole,polytechnique,mines
1162,école,ecole,polytechnique,ingénieur
1163,école,ecole,polytechnique,diplômer
1164,école,ecole,mines,polytechnique
1165,école,ecole,mines,ingénieur
1166,école,ecole,mines,diplômer
1167,école,ecole,scolaire,élève
1168,école,ecole,scolaire,collège
1169,école,ecole,scolaire,maternelle
1170,école,scolaire,élève,collège
1171,école,scolaire,élève,enseignant
1172,école,scolaire,élève,éducatif
1173,école,scolaire,collège,élève
1174,école,scolaire,collège,enseignant
1175,école,scolaire,collège,lycée
1176,école,scolaire,enseignant,élève
1177,école,scolaire,enseignant,éducatif
1178,école,scolaire,enseignant,collège
1179,école,maternelle,maternel,élémentaire
1180,école,maternelle,maternel,scolaire
1181,école,maternelle,maternel,primaire
1182,école,maternelle,scolaire,maternel
1183,école,maternelle,scolaire,élève
1184,école,maternelle,scolaire,collège
1185,école,maternelle,élémentaire,maternel
1186,école,maternelle,élémentaire,primaire
1187,école,maternelle,élémentaire,scolaire
1188,lit,superposer,pers,env
1189,lit,superposer,pers,wc
1190,lit,superposer,pers,cabine
1191,lit,superposer,canapé,drap
1192,lit,superposer,canapé,pers
1193,lit,superposer,canapé,coin
1194,lit,superposer,drap,pers
1195,lit,superposer,drap,canapé
1196,lit,superposer,drap,linge
1197,lit,canapé,chaise,fauteuil
1198,lit,canapé,chaise,matelas
1199,lit,canapé,chaise,drap
1200,lit,canapé,superposer,drap
1201,lit,canapé,superposer,pers
1202,lit,canapé,superposer,coin
1203,lit,canapé,drap,matelas
1204,lit,canapé,drap,superposer
1205,lit,canapé,drap,linge
1206,lit,drap,linge,serviette
1207,lit,drap,linge,toilette
1208,lit,drap,linge,vaisselle
1209,lit,drap,toilette,serviette
1210,lit,drap,toilette,linge
1211,lit,drap,toilette,douche
1212,lit,drap,serviette,linge
1213,lit,drap,serviette,toilette
1214,lit,drap,serviette,bain
1215,masse,faible,élever,diminuer
1216,masse,faible,élever,relativement
1217,masse,faible,élever,inférieur
1218,masse,faible,négligeable,élever
1219,masse,faible,négligeable,diminuer
1220,masse,faible,négligeable,relativement
1221,masse,faible,mesurer,négligeable
1222,masse,faible,mesurer,élever
1223,masse,faible,mesurer,inversement
1224,masse,constant,faible,élever
1225,masse,constant,faible,inversement
1226,masse,constant,faible,diminuer
1227,masse,constant,mesurer,faible
1228,masse,constant,mesurer,variation
1229,masse,constant,mesurer,déterminer
1230,masse,constant,inertie,accélération
1231,masse,constant,inertie,cinétique
1232,masse,constant,inertie,inversement
1233,masse,mesurer,faible,négligeable
1234,masse,mesurer,faible,élever
1235,masse,mesurer,faible,inversement
1236,masse,mesurer,constant,faible
1237,masse,mesurer,constant,variation
1238,masse,mesurer,constant,déterminer
1239,masse,mesurer,déterminer,calculer
1240,masse,mesurer,déterminer,correspondre
1241,masse,mesurer,déterminer,faible
1242,flamme,brûler,enflammer,feu
1243,flamme,brûler,enflammer,éteindre
1244,flamme,brûler,enflammer,allumer
1245,flamme,brûler,éteindre,allumer
1246,flamme,brûler,éteindre,enflammer
1247,flamme,brûler,éteindre,feu
1248,flamme,brûler,feu,enflammer
1249,flamme,brûler,feu,éteindre
1250,flamme,brûler,feu,allumer
1251,flamme,enflammer,brûler,feu
1252,flamme,enflammer,brûler,éteindre
1253,flamme,enflammer,brûler,allumer
1254,flamme,enflammer,feu,brûler
1255,flamme,enflammer,feu,éteindre
1256,flamme,enflammer,feu,allumer
1257,flamme,enflammer,éteindre,allumer
1258,flamme,enflammer,éteindre,brûler
1259,flamme,enflammer,éteindre,feu
1260,flamme,éteindre,allumer,brûler
1261,flamme,éteindre,allumer,feu
1262,flamme,éteindre,allumer,lueur
1263,flamme,éteindre,brûler,allumer
1264,flamme,éteindre,brûler,enflammer
1265,flamme,éteindre,brûler,feu
1266,flamme,éteindre,feu,allumer
1267,flamme,éteindre,feu,brûler
1268,flamme,éteindre,feu,enflammer
1269,lèvre,yeux,sourire,caresser
1270,lèvre,yeux,sourire,visage
1271,lèvre,yeux,sourire,baiser
1272,lèvre,yeux,visage,sourire
1273,lèvre,yeux,visage,caresser
1274,lèvre,yeux,visage,cheveux
1275,lèvre,yeux,caresser,sourire
1276,lèvre,yeux,caresser,baiser
1277,lèvre,yeux,caresser,visage
1278,lèvre,sourire,yeux,caresser
1279,lèvre,sourire,yeux,visage
1280,lèvre,sourire,yeux,baiser
1281,lèvre,sourire,caresser,yeux
1282,lèvre,sourire,caresser,baiser
1283,lèvre,sourire,caresser,embrasser
1284,lèvre,sourire,baiser,caresser
1285,lèvre,sourire,baiser,yeux
1286,lèvre,sourire,baiser,embrasser
1287,lèvre,bouche,nez,yeux
1288,lèvre,bouche,nez,oreille
1289,lèvre,bouche,nez,caresser
1290,lèvre,bouche,yeux,nez
1291,lèvre,bouche,yeux,sourire
1292,lèvre,bouche,yeux,visage
1293,lèvre,bouche,baiser,caresser
1294,lèvre,bouche,baiser,yeux
1295,lèvre,bouche,baiser,sourire
1296,passage,passer,encore,mais
1297,passage,passer,encore,enfin
1298,passage,passer,encore,toujours
1299,passage,passer,enfin,encore
1300,passage,passer,enfin,mais
1301,passage,passer,enfin,faire
1302,passage,passer,arriver,encore
1303,passage,passer,arriver,là
1304,passage,passer,arriver,alors
1305,passage,traverser,longer,route
1306,passage,traverser,longer,chemin
1307,passage,traverser,longer,redescendre
1308,passage,traverser,route,longer
1309,passage,traverser,route,chemin
1310,passage,traverser,route,emprunter
1311,passage,traverser,chemin,longer
1312,passage,traverser,chemin,route
1313,passage,traverser,chemin,emprunter
1314,passage,être,un,le
1315,passage,être,un,ce
1316,passage,être,un,qui
1317,passage,être,ce,qui
1318,passage,être,ce,un
1319,passage,être,ce,le
1320,passage,être,qui,ce
1321,passage,être,qui,un
1322,passage,être,qui,le
1323,principe,fondamental,notion,fondement
1324,principe,fondamental,notion,nécessairement
1325,principe,fondamental,notion,découler
1326,principe,fondamental,fondement,notion
1327,principe,fondamental,fondement,découler
1328,principe,fondamental,fondement,nécessairement
1329,principe,fondamental,découler,notion
1330,principe,fondamental,découler,fondement
1331,principe,fondamental,découler,nécessairement
1332,principe,règle,strict,respecter
1333,principe,règle,strict,édicter
1334,principe,règle,strict,respect
1335,principe,règle,édicter,strict
1336,principe,règle,édicter,conformer
1337,principe,règle,édicter,respecter
1338,principe,règle,respecter,respect
1339,principe,règle,respecter,strict
1340,principe,règle,respecter,édicter
1341,principe,fondement,fondamental,notion
1342,principe,fondement,fondamental,découler
1343,principe,fondement,fondamental,nécessairement
1344,principe,fondement,notion,fondamental
1345,principe,fondement,notion,nécessairement
1346,principe,fondement,notion,énoncer
1347,principe,fondement,énoncer,fondamental
1348,principe,fondement,énoncer,nécessairement
1349,principe,fondement,énoncer,notion
1350,sens,esprit,lui-même,qui
1351,sens,esprit,lui-même,conscience
1352,sens,esprit,lui-même,sorte
1353,sens,esprit,pensée,conscience
1354,sens,esprit,pensée,lui-même
1355,sens,esprit,pensée,intuition
1356,sens,esprit,conscience,conscient
1357,sens,esprit,conscience,pensée
1358,sens,esprit,conscience,lui-même
1359,sens,signification,signifier,est-à-dire
1360,sens,signification,signifier,terme
1361,sens,signification,signifier,signifiant
1362,sens,signification,signifiant,signifier
1363,sens,signification,signifiant,métaphore
1364,sens,signification,signifiant,symbolique
1365,sens,signification,terme,signifier
1366,sens,signification,terme,est-à-dire
1367,sens,signification,terme,nécessairement
1368,sens,lui-même,est-à-dire,nécessairement
1369,sens,lui-même,est-à-dire,précisément
1370,sens,lui-même,est-à-dire,supposer
1371,sens,lui-même,qui,celui
1372,sens,lui-même,qui,comme
1373,sens,lui-même,qui,ce
1374,sens,lui-même,nécessairement,est-à-dire
1375,sens,lui-même,nécessairement,supposer
1376,sens,lui-même,nécessairement,précisément
1377,habitude,mais,pas,ne
1378,habitude,mais,pas,cela
1379,habitude,mais,pas,que
1380,habitude,mais,surtout,beaucoup
1381,habitude,mais,surtout,toujours
1382,habitude,mais,surtout,pas
1383,habitude,mais,toujours,pas
1384,habitude,mais,toujours,surtout
1385,habitude,mais,toujours,ne
1386,habitude,toujours,mais,pas
1387,habitude,toujours,mais,surtout
1388,habitude,toujours,mais,ne
1389,habitude,toujours,pas,mais
1390,habitude,toujours,pas,ne
1391,habitude,toujours,pas,cela
1392,habitude,toujours,surtout,mais
1393,habitude,toujours,surtout,beaucoup
1394,habitude,toujours,surtout,aussi
1395,habitude,habituer,beaucoup,mais
1396,habitude,habituer,beaucoup,surtout
1397,habitude,habituer,beaucoup,toujours
1398,habitude,habituer,mais,surtout
1399,habitude,habituer,mais,beaucoup
1400,habitude,habituer,mais,toujours
1401,habitude,habituer,surtout,mais
1402,habitude,habituer,surtout,beaucoup
1403,habitude,habituer,surtout,toujours
1404,passion,passionner,amateur,plaisir
1405,passion,passionner,amateur,curieux
1406,passion,passionner,amateur,amoureux
1407,passion,passionner,plaisir,amateur
1408,passion,passionner,plaisir,envie
1409,passion,passionner,plaisir,aimer
1410,passion,passionner,amoureux,plaisir
1411,passion,passionner,amoureux,amour
1412,passion,passionner,amoureux,amateur
1413,passion,plaisir,bonheur,joie
1414,passion,plaisir,bonheur,aimer
1415,passion,plaisir,bonheur,amour
1416,passion,plaisir,envie,aimer
1417,passion,plaisir,envie,bonheur
1418,passion,plaisir,envie,me
1419,passion,plaisir,passionner,amateur
1420,passion,plaisir,passionner,envie
1421,passion,plaisir,passionner,aimer
1422,passion,amour,bonheur,tendresse
1423,passion,amour,bonheur,joie
1424,passion,amour,bonheur,amoureux
1425,passion,amour,amoureux,bonheur
1426,passion,amour,amoureux,tendresse
1427,passion,amour,amoureux,aimer
1428,passion,amour,tendresse,bonheur
1429,passion,amour,tendresse,amoureux
1430,passion,amour,tendresse,joie
1431,désir,pulsion,fantasme,inconscient
1432,désir,pulsion,fantasme,instinct
1433,désir,pulsion,fantasme,freud
1434,désir,pulsion,inconscient,freud
1435,désir,pulsion,inconscient,fantasme
1436,désir,pulsion,inconscient,instinct
1437,désir,pulsion,instinct,inconscient
1438,désir,pulsion,instinct,fantasme
1439,désir,pulsion,instinct,sentiment
1440,désir,fantasme,pulsion,inconscient
1441,désir,fantasme,pulsion,instinct
1442,désir,fantasme,pulsion,freud
1443,désir,fantasme,inconscient,pulsion
1444,désir,fantasme,inconscient,freud
1445,désir,fantasme,inconscient,conscient
1446,désir,fantasme,séduction,pulsion
1447,désir,fantasme,séduction,obsession
1448,désir,fantasme,séduction,sexualité
1449,désir,sentiment,éprouver,ressentir
1450,désir,sentiment,éprouver,angoisse
1451,désir,sentiment,éprouver,frustration
1452,désir,sentiment,frustration,angoisse
1453,désir,sentiment,frustration,éprouver
1454,désir,sentiment,frustration,ressentir
1455,désir,sentiment,ressentir,éprouver
1456,désir,sentiment,ressentir,émotion
1457,désir,sentiment,ressentir,angoisse
1458,larme,pleurer,chagrin,tristesse
1459,larme,pleurer,chagrin,désespoir
1460,larme,pleurer,chagrin,triste
1461,larme,pleurer,tristesse,chagrin
1462,larme,pleurer,tristesse,désespoir
1463,larme,pleurer,tristesse,triste
1464,larme,pleurer,crier,hurler
1465,larme,pleurer,crier,chagrin
1466,larme,pleurer,crier,rire
1467,larme,chagrin,pleurer,tristesse
1468,larme,chagrin,pleurer,désespoir
1469,larme,chagrin,pleurer,triste
1470,larme,chagrin,tristesse,pleurer
1471,larme,chagrin,tristesse,désespoir
1472,larme,chagrin,tristesse,triste
1473,larme,chagrin,désespoir,pleurer
1474,larme,chagrin,désespoir,tristesse
1475,larme,chagrin,désespoir,malheur
1476,larme,tristesse,pleurer,chagrin
1477,larme,tristesse,pleurer,désespoir
1478,larme,tristesse,pleurer,triste
1479,larme,tristesse,chagrin,pleurer
1480,larme,tristesse,chagrin,désespoir
1481,larme,tristesse,chagrin,triste
1482,larme,tristesse,désespoir,chagrin
1483,larme,tristesse,désespoir,pleurer
1484,larme,tristesse,désespoir,malheur
1485,vache,laitier,bovin,éleveur
1486,vache,laitier,bovin,élevage
1487,vache,laitier,bovin,troupeau
1488,vache,laitier,éleveur,bovin
1489,vache,laitier,éleveur,élevage
1490,vache,laitier,éleveur,troupeau
1491,vache,laitier,lait,bovin
1492,vache,laitier,lait,troupeau
1493,vache,laitier,lait,éleveur
1494,vache,troupeau,moutons,brebis
1495,vache,troupeau,moutons,éleveur
1496,vache,troupeau,moutons,bovin
1497,vache,troupeau,brebis,moutons
1498,vache,troupeau,brebis,chèvre
1499,vache,troupeau,brebis,éleveur
1500,vache,troupeau,éleveur,bovin
1501,vache,troupeau,éleveur,élevage
1502,vache,troupeau,éleveur,moutons
1503,vache,bovin,laitier,éleveur
1504,vache,bovin,laitier,élevage
1505,vache,bovin,laitier,troupeau
1506,vache,bovin,éleveur,élevage
1507,vache,bovin,éleveur,laitier
1508,vache,bovin,éleveur,troupeau
1509,vache,bovin,troupeau,éleveur
1510,vache,bovin,troupeau,laitier
1511,vache,bovin,troupeau,moutons
1512,début,fin,après,avant
1513,début,fin,après,dernier
1514,début,fin,après,premier
1515,début,fin,dès,premier
1516,début,fin,dès,après
1517,début,fin,dès,avant
1518,début,fin,commencer,après
1519,début,fin,commencer,terminer
1520,début,fin,commencer,dès
1521,début,dès,fin,premier
1522,début,dès,fin,après
1523,début,dès,fin,avant
1524,début,dès,premier,fin
1525,début,dès,premier,après
1526,début,dès,premier,deuxième
1527,début,dès,durant,fin
1528,début,dès,durant,après
1529,début,dès,durant,premier
1530,début,commencer,fin,après
1531,début,commencer,fin,terminer
1532,début,commencer,fin,dès
1533,début,commencer,après,fin
1534,début,commencer,après,avant
1535,début,commencer,après,dernier
1536,début,commencer,terminer,fin
1537,début,commencer,terminer,après
1538,début,commencer,terminer,débuter
1539,pierre,jean,michel,claude
1540,pierre,jean,michel,jacques
1541,pierre,jean,michel,andré
1542,pierre,jean,paul,michel
1543,pierre,jean,paul,andré
1544,pierre,jean,paul,georges
1545,pierre,jean,jacques,michel
1546,pierre,jean,jacques,claude
1547,pierre,jean,jacques,andré
1548,pierre,abbé,fondation,débloquer
1549,pierre,abbé,fondation,indigne
1550,pierre,abbé,fondation,fondateur
1551,pierre,abbé,jean,michel
1552,pierre,abbé,jean,lucien
1553,pierre,abbé,jean,jacques
1554,pierre,abbé,abbaye,moine
1555,pierre,abbé,abbaye,monastère
1556,pierre,abbé,abbaye,couvent
1557,pierre,michel,jean,claude
1558,pierre,michel,jean,jacques
1559,pierre,michel,jean,andré
1560,pierre,michel,claude,jean
1561,pierre,michel,claude,bernard
1562,pierre,michel,claude,jacques
1563,pierre,michel,philippe,jean
1564,pierre,michel,philippe,jean-pierre
1565,pierre,michel,philippe,claude
1566,visage,yeux,lèvre,sourire
1567,visage,yeux,lèvre,caresser
1568,visage,yeux,lèvre,cheveux
1569,visage,yeux,sourire,lèvre
1570,visage,yeux,sourire,caresser
1571,visage,yeux,sourire,regarder
1572,visage,yeux,cheveux,lèvre
1573,visage,yeux,cheveux,sourire
1574,visage,yeux,cheveux,peau
1575,visage,cheveux,yeux,lèvre
1576,visage,cheveux,yeux,sourire
1577,visage,cheveux,yeux,peau
1578,visage,cheveux,peau,yeux
1579,visage,cheveux,peau,lèvre
1580,visage,cheveux,peau,maquillage
1581,visage,cheveux,maquillage,lèvre
1582,visage,cheveux,maquillage,beauté
1583,visage,cheveux,maquillage,yeux
1584,visage,lèvre,yeux,sourire
1585,visage,lèvre,yeux,caresser
1586,visage,lèvre,yeux,cheveux
1587,visage,lèvre,sourire,yeux
1588,visage,lèvre,sourire,caresser
1589,visage,lèvre,sourire,baiser
1590,visage,lèvre,peau,yeux
1591,visage,lèvre,peau,cheveux
1592,visage,lèvre,peau,maquillage
1593,arbre,arbuste,planter,haie
1594,arbre,arbuste,planter,plantation
1595,arbre,arbuste,planter,feuillage
1596,arbre,arbuste,haie,planter
1597,arbre,arbuste,haie,plantation
1598,arbre,arbuste,haie,feuillage
1599,arbre,arbuste,feuillage,planter
1600,arbre,arbuste,feuillage,floraison
1601,arbre,arbuste,feuillage,haie
1602,arbre,planter,arbuste,haie
1603,arbre,planter,arbuste,plantation
1604,arbre,planter,arbuste,feuillage
1605,arbre,planter,plantation,arbuste
1606,arbre,planter,plantation,haie
1607,arbre,planter,plantation,feuillage
1608,arbre,planter,haie,arbuste
1609,arbre,planter,haie,plantation
1610,arbre,planter,haie,feuillage
1611,arbre,haie,arbuste,planter
1612,arbre,haie,arbuste,plantation
1613,arbre,haie,arbuste,feuillage
1614,arbre,haie,planter,arbuste
1615,arbre,haie,planter,plantation
1616,arbre,haie,planter,feuillage
1617,arbre,haie,plantation,arbuste
1618,arbre,haie,plantation,planter
1619,arbre,haie,plantation,verger
1620,position,positionner,positionnement,placer
1621,position,positionner,positionnement,stratégie
1622,position,positionner,positionnement,appuyer
1623,position,positionner,placer,positionnement
1624,position,positionner,placer,appuyer
1625,position,positionner,placer,déplacer
1626,position,positionner,appuyer,positionnement
1627,position,positionner,appuyer,placer
1628,position,positionner,appuyer,sur
1629,position,absolute,hidden,width
1630,position,absolute,hidden,left
1631,position,absolute,hidden,top
1632,position,absolute,width,hidden
1633,position,absolute,width,height
1634,position,absolute,width,left
1635,position,absolute,top,hidden
1636,position,absolute,top,left
1637,position,absolute,top,width
1638,position,opposer,opposition,partisan
1639,position,opposer,opposition,affirmer
1640,position,opposer,opposition,refuser
1641,position,opposer,écarter,fermement
1642,position,opposer,écarter,considérer
1643,position,opposer,écarter,affirmer
1644,position,opposer,affirmer,opposition
1645,position,opposer,affirmer,clairement
1646,position,opposer,affirmer,défendre
1647,avis,favorable,défavorable,rapporteur
1648,avis,favorable,défavorable,amendement
1649,avis,favorable,défavorable,examiner
1650,avis,favorable,examiner,défavorable
1651,avis,favorable,examiner,formuler
1652,avis,favorable,examiner,commission
1653,avis,favorable,proposition,défavorable
1654,avis,favorable,proposition,commission
1655,avis,favorable,proposition,formuler
1656,avis,défavorable,favorable,rapporteur
1657,avis,défavorable,favorable,amendement
1658,avis,défavorable,favorable,examiner
1659,avis,défavorable,rapporteur,amendement
1660,avis,défavorable,rapporteur,favorable
1661,avis,défavorable,rapporteur,commission
1662,avis,défavorable,amendement,rapporteur
1663,avis,défavorable,amendement,favorable
1664,avis,défavorable,amendement,adopter
1665,avis,commission,consultatif,comité
1666,avis,commission,consultatif,conseil
1667,avis,commission,consultatif,proposition
1668,avis,commission,proposition,examiner
1669,avis,commission,proposition,consultatif
1670,avis,commission,proposition,conseil
1671,avis,commission,examiner,proposition
1672,avis,commission,examiner,décision
1673,avis,commission,examiner,rapport
1674,flamme,brûler,enflammer,feu
1675,flamme,brûler,enflammer,éteindre
1676,flamme,brûler,enflammer,allumer
1677,flamme,brûler,éteindre,allumer
1678,flamme,brûler,éteindre,enflammer
1679,flamme,brûler,éteindre,feu
1680,flamme,brûler,feu,enflammer
1681,flamme,brûler,feu,éteindre
1682,flamme,brûler,feu,allumer
1683,flamme,enflammer,brûler,feu
1684,flamme,enflammer,brûler,éteindre
1685,flamme,enflammer,brûler,allumer
1686,flamme,enflammer,feu,brûler
1687,flamme,enflammer,feu,éteindre
1688,flamme,enflammer,feu,allumer
1689,flamme,enflammer,éteindre,allumer
