,cue,depth_1,depth_2,depth_3
3231,arbre,haie,arbuste,planter
3232,arbre,haie,arbuste,plantation
3233,arbre,haie,arbuste,feuillage
3234,arbre,haie,planter,arbuste
3235,arbre,haie,planter,plantation
3236,arbre,haie,planter,feuillage
3237,arbre,haie,plantation,arbuste
3238,arbre,haie,plantation,planter
3239,arbre,haie,plantation,verger
3240,science,sciences,mathématiques,mathématique
3241,science,sciences,mathématiques,ufr
3242,science,sciences,mathématiques,scientifique
3243,science,sciences,scientifique,interdisciplinaire
3244,science,sciences,scientifique,chercheur
3245,science,sciences,scientifique,mathématiques
3246,science,sciences,sociales,humaines
3247,science,sciences,sociales,mathématiques
3248,science,sciences,sociales,ufr
3249,science,scientifique,chercheur,interdisciplinaire
3250,science,scientifique,chercheur,recherche
3251,science,scientifique,chercheur,enseignant-chercheur
3252,science,scientifique,interdisciplinaire,chercheur
3253,science,scientifique,interdisciplinaire,pluridisciplinaire
3254,science,scientifique,interdisciplinaire,discipline
3255,science,scientifique,sciences,interdisciplinaire
3256,science,scientifique,sciences,chercheur
3257,science,scientifique,sciences,mathématiques
3258,science,interdisciplinaire,scientifique,chercheur
3259,science,interdisciplinaire,scientifique,pluridisciplinaire
3260,science,interdisciplinaire,scientifique,discipline
3261,science,interdisciplinaire,pluridisciplinaire,scientifique
3262,science,interdisciplinaire,pluridisciplinaire,discipline
3263,science,interdisciplinaire,pluridisciplinaire,chercheur
3264,science,interdisciplinaire,sciences,scientifique
3265,science,interdisciplinaire,sciences,pluridisciplinaire
3266,science,interdisciplinaire,sciences,sociologie
3267,appel,offre,offres,approximatif
3268,appel,offre,offres,recruteur
3269,appel,offre,offres,btp
3270,appel,offre,candidature,offres
3271,appel,offre,candidature,postuler
3272,appel,offre,candidature,candidat
3273,appel,offre,recruteur,offres
3274,appel,offre,recruteur,btp
3275,appel,offre,recruteur,consultant
3276,appel,lancer,lancement,annoncer
3277,appel,lancer,lancement,nouveau
3278,appel,lancer,lancement,décider
3279,appel,lancer,décider,pour
3280,appel,lancer,décider,déjà
3281,appel,lancer,décider,demander
3282,appel,lancer,pour,le
3283,appel,lancer,pour,un
3284,appel,lancer,pour,sur
3285,appel,procédure,administratif,contentieux
3286,appel,procédure,administratif,décision
3287,appel,procédure,administratif,compétent
3288,appel,procédure,décision,statuer
3289,appel,procédure,décision,recours
3290,appel,procédure,décision,administratif
3291,appel,procédure,statuer,décision
3292,appel,procédure,statuer,juridiction
3293,appel,procédure,statuer,tribunal
3294,lit,superposer,pers,env
3295,lit,superposer,pers,wc
3296,lit,superposer,pers,cabine
3297,lit,superposer,canapé,drap
3298,lit,superposer,canapé,pers
3299,lit,superposer,canapé,coin
3300,lit,superposer,drap,pers
3301,lit,superposer,drap,canapé
3302,lit,superposer,drap,linge
3303,lit,canapé,chaise,fauteuil
3304,lit,canapé,chaise,matelas
3305,lit,canapé,chaise,drap
3306,lit,canapé,superposer,drap
3307,lit,canapé,superposer,pers
3308,lit,canapé,superposer,coin
3309,lit,canapé,drap,matelas
3310,lit,canapé,drap,superposer
3311,lit,canapé,drap,linge
3312,lit,drap,linge,serviette
3313,lit,drap,linge,toilette
3314,lit,drap,linge,vaisselle
3315,lit,drap,toilette,serviette
3316,lit,drap,toilette,linge
3317,lit,drap,toilette,douche
3318,lit,drap,serviette,linge
3319,lit,drap,serviette,toilette
3320,lit,drap,serviette,bain
3321,passion,passionner,amateur,plaisir
3322,passion,passionner,amateur,curieux
3323,passion,passionner,amateur,amoureux
3324,passion,passionner,plaisir,amateur
3325,passion,passionner,plaisir,envie
3326,passion,passionner,plaisir,aimer
3327,passion,passionner,amoureux,plaisir
3328,passion,passionner,amoureux,amour
3329,passion,passionner,amoureux,amateur
3330,passion,plaisir,bonheur,joie
3331,passion,plaisir,bonheur,aimer
3332,passion,plaisir,bonheur,amour
3333,passion,plaisir,envie,aimer
3334,passion,plaisir,envie,bonheur
3335,passion,plaisir,envie,me
3336,passion,plaisir,passionner,amateur
3337,passion,plaisir,passionner,envie
3338,passion,plaisir,passionner,aimer
3339,passion,amour,bonheur,tendresse
3340,passion,amour,bonheur,joie
3341,passion,amour,bonheur,amoureux
3342,passion,amour,amoureux,bonheur
3343,passion,amour,amoureux,tendresse
3344,passion,amour,amoureux,aimer
3345,passion,amour,tendresse,bonheur
3346,passion,amour,tendresse,amoureux
3347,passion,amour,tendresse,joie
